customer id,state,gender,customer lifetime value,income,monthly premium auto,policy type,vehicle class,total claim amount
QF91596,Nevada,F,4794.96,82763.0,61.0,Personal Auto,Four-Door Car,245.163042
DB16336,Nevada,F,2659.71,0.0,87.0,Corporate Auto,Four-Door Car,420.041981
BX35013,Arizona,F,27643.24,63401.0,113.0,Personal Auto,SUV,52.336233
JB20891,Arizona,F,10083.49,11828.0,90.0,Personal Auto,Four-Door Car,571.479602
WE68750,Oregon,M,5687.9,99747.0,72.0,Corporate Auto,Two-Door Car,61.536107
RN65450,California,M,3059.43,0.0,88.0,Personal Auto,Four-Door Car,633.6
BW79345,Nevada,F,4945.07,78796.0,61.0,Personal Auto,Two-Door Car,292.8
OZ64384,Oregon,F,8609.16,79090.0,107.0,Personal Auto,SUV,289.040734
KV99077,Nevada,M,5157.05,43906.0,65.0,Personal Auto,Two-Door Car,468.0
NY24020,Arizona,M,3748.99,82189.0,94.0,Personal Auto,Two-Door Car,354.081091
CJ81799,Oregon,F,7462.93,70263.0,93.0,Personal Auto,Two-Door Car,7.345946
QI69873,Washington,M,15063.5,19132.0,207.0,Personal Auto,Luxury Car,1008.569798
VC70716,Arizona,M,9657.58,0.0,131.0,Corporate Auto,SUV,628.8
ZB88708,Nevada,M,2799.47,78127.0,69.0,Personal Auto,Four-Door Car,136.172569
XG64081,Arizona,M,2759.98,92296.0,69.0,Personal Auto,Two-Door Car,331.2
ZZ35218,Oregon,M,5392.5,0.0,74.0,Corporate Auto,Two-Door Car,317.109447
KA95976,California,F,5392.5,80550.0,68.0,Personal Auto,Four-Door Car,265.516965
TF23305,Arizona,F,3574.99,51950.0,89.0,Personal Auto,Two-Door Car,429.171384
TU72516,Oregon,F,5608.17,20392.0,73.0,Personal Auto,Four-Door Car,350.4
DM16101,Washington,F,4754.65,30886.0,61.0,Special Auto,Four-Door Car,8.315904
UF93725,Oregon,M,2239.65,0.0,66.0,Personal Auto,Four-Door Car,475.2
IH62666,California,F,7356.38,33089.0,61.0,Personal Auto,Four-Door Car,292.8
FG23952,Oregon,M,13283.86,0.0,132.0,Personal Auto,SUV,950.4
NH85248,Arizona,M,6893.17,0.0,68.0,Corporate Auto,Two-Door Car,326.4
XO75323,California,M,3966.13,72439.0,100.0,Personal Auto,SUV,480.0
FX78901,Oregon,F,16548.86,81639.0,82.0,Special Auto,Four-Door Car,47.952426
KG40352,Oregon,F,5447.2,68815.0,68.0,Personal Auto,Four-Door Car,114.743385
GX27974,California,F,4644.9,0.0,63.0,Personal Auto,Four-Door Car,94.958688
ST31207,California,F,5318.9,25134.0,67.0,Personal Auto,Four-Door Car,321.6
VC64410,Arizona,F,2491.26,25965.0,65.0,Personal Auto,Four-Door Car,329.206567
YO49328,Arizona,M,12296.5,55193.0,105.0,Personal Auto,SUV,504.0
KP10993,California,F,6273.91,18577.0,86.0,Personal Auto,Four-Door Car,412.8
FR15853,Nevada,M,6366.23,44368.0,80.0,Corporate Auto,Two-Door Car,384.0
BR13613,Oregon,M,6005.85,13528.0,86.0,Personal Auto,Four-Door Car,412.8
MM27192,Oregon,F,11981.98,21514.0,62.0,Personal Auto,Two-Door Car,257.248789
HI36042,California,M,11885.97,0.0,105.0,Personal Auto,SUV,756.0
GT89774,Arizona,F,17109.39,87139.0,213.0,Personal Auto,Luxury SUV,363.865389
SB83749,California,M,4717.63,20355.0,61.0,Personal Auto,Four-Door Car,439.2
WE77831,California,M,4778.68,0.0,73.0,Personal Auto,Four-Door Car,350.4
HM21382,Washington,M,2402.33,46210.0,61.0,Personal Auto,Two-Door Car,439.2
ML10022,Nevada,F,13197.93,0.0,68.0,Personal Auto,Four-Door Car,326.4
QJ65472,California,M,29232.69,28613.0,114.0,Personal Auto,Four-Door Car,820.8
TZ71391,Oregon,M,8509.85,26057.0,74.0,Personal Auto,Four-Door Car,523.888845
AS62048,Arizona,M,4774.38,0.0,73.0,Personal Auto,Four-Door Car,525.6
PL14941,Nevada,F,9113.69,76700.0,112.0,Personal Auto,Four-Door Car,322.046658
LK87874,Nevada,F,7663.87,0.0,109.0,Personal Auto,SUV,523.2
NK53938,Oregon,M,2599.97,45181.0,65.0,Personal Auto,Four-Door Car,312.0
VF96109,Oregon,M,8819.02,99845.0,110.0,Personal Auto,SUV,528.0
IV32877,Oregon,M,6857.52,0.0,101.0,Personal Auto,SUV,1021.719397
EE96187,Oregon,F,7109.34,92423.0,88.0,Personal Auto,Four-Door Car,404.243868
FJ31683,Washington,F,2842.82,43793.0,71.0,Personal Auto,Four-Door Car,16.150175
ON90223,Washington,M,12846.45,93210.0,107.0,Personal Auto,SUV,513.6
SC70396,Oregon,M,3498.77,58484.0,88.0,Personal Auto,Two-Door Car,43.542559
WF44706,Oregon,M,6005.21,26876.0,76.0,Personal Auto,Four-Door Car,364.8
CF15252,Arizona,F,4344.52,48054.0,109.0,Personal Auto,SUV,523.2
DG51590,Arizona,F,25401.52,36800.0,91.0,Personal Auto,Two-Door Car,236.63519
LE12782,Arizona,M,4466.98,28663.0,61.0,Personal Auto,Four-Door Car,292.8
LD98568,California,F,7849.13,54431.0,97.0,Personal Auto,Four-Door Car,284.49502
WX92363,Washington,F,4250.78,27608.0,108.0,Personal Auto,SUV,308.953614
KX57885,California,M,6073.24,22103.0,89.0,Personal Auto,Four-Door Car,427.2
XI30683,Arizona,M,6729.87,0.0,103.0,Personal Auto,SUV,741.6
TM13510,Arizona,M,2588.86,46168.0,65.0,Personal Auto,Four-Door Car,312.0
LU95652,Oregon,M,7305.94,83221.0,91.0,Personal Auto,Four-Door Car,14.386157
OD45969,California,M,8531.4,98677.0,105.0,Personal Auto,Four-Door Car,108.025547
MU96709,California,F,8618.3,46379.0,72.0,Corporate Auto,Four-Door Car,345.6
KX55910,Oregon,F,4957.03,62803.0,62.0,Personal Auto,Two-Door Car,400.959425
KE10223,California,M,12255.12,0.0,177.0,Personal Auto,SUV,1274.4
QS29824,Nevada,M,9624.94,0.0,134.0,Personal Auto,SUV,964.8
OF12725,California,F,7080.13,28139.0,97.0,Personal Auto,Four-Door Car,465.6
WE52840,Arizona,F,7053.3,52982.0,89.0,Corporate Auto,Four-Door Car,31.356274
OJ65117,Oregon,F,5365.54,77095.0,68.0,Personal Auto,Four-Door Car,461.841879
FC52000,Oregon,F,4306.56,26322.0,111.0,Corporate Auto,SUV,180.346146
IN57582,California,F,5970.82,25125.0,81.0,Corporate Auto,Four-Door Car,583.2
UY13430,Oregon,F,8879.79,52583.0,113.0,Special Auto,SUV,528.20086
PD66941,Arizona,M,4458.11,17622.0,65.0,Personal Auto,Four-Door Car,312.0
IB36843,California,M,5565.89,90607.0,70.0,Personal Auto,Four-Door Car,311.514116
VE51810,Arizona,M,5813.24,42795.0,73.0,Personal Auto,Four-Door Car,350.4
RX50446,Arizona,F,8365.96,27042.0,110.0,Personal Auto,Four-Door Car,1263.325007
TK22471,Oregon,M,7275.92,27984.0,62.0,Personal Auto,Four-Door Car,445.361629
YR85283,Nevada,F,15083.78,26021.0,126.0,Personal Auto,SUV,331.847478
WH83589,Arizona,F,8458.91,25448.0,71.0,Personal Auto,Four-Door Car,345.022359
NM40177,California,M,8010.97,52009.0,68.0,Personal Auto,Four-Door Car,250.416569
UV44069,Oregon,F,2514.43,23504.0,69.0,Corporate Auto,Two-Door Car,374.399828
CO25601,Washington,M,4112.63,0.0,71.0,Personal Auto,Four-Door Car,569.761582
IS58493,Oregon,M,4369.7,40774.0,110.0,Personal Auto,Sports Car,394.968488
YF54705,Nevada,M,7356.01,36812.0,92.0,Personal Auto,Two-Door Car,392.695097
ES66762,Oregon,F,10656.88,72540.0,88.0,Personal Auto,Two-Door Car,631.743039
CX85598,Arizona,M,5365.98,51240.0,70.0,Personal Auto,Four-Door Car,283.849464
QF74806,California,M,6047.03,20396.0,76.0,Personal Auto,Four-Door Car,364.8
LO17461,Arizona,F,2885.74,35654.0,72.0,Personal Auto,Two-Door Car,515.122954
KW95891,Oregon,F,2635.15,93884.0,65.0,Personal Auto,Four-Door Car,312.0
YR45605,Oregon,F,2413.89,0.0,68.0,Personal Auto,Four-Door Car,379.209349
OW83209,Nevada,M,8341.93,30344.0,107.0,Personal Auto,SUV,342.832065
AT86990,Arizona,F,2487.26,28738.0,62.0,Personal Auto,Two-Door Car,81.609951
CW80905,Nevada,M,9212.61,70958.0,115.0,Personal Auto,Sports Car,115.400119
TK65222,California,M,16407.66,22103.0,109.0,Personal Auto,Four-Door Car,160.338007
FQ89652,Oregon,F,7017.15,0.0,103.0,Special Auto,SUV,741.6
PH70685,California,F,5481.5,70795.0,68.0,Corporate Auto,Four-Door Car,177.948654
AP34711,Arizona,F,10382.38,32821.0,129.0,Personal Auto,SUV,25.89566
AZ31562,Arizona,M,5498.94,22520.0,73.0,Personal Auto,Four-Door Car,350.4
VU87728,Nevada,M,4846.32,0.0,72.0,Personal Auto,Four-Door Car,518.4
XX34879,Oregon,M,14718.12,56263.0,93.0,Corporate Auto,Four-Door Car,446.4
GG91020,Nevada,M,9656.76,0.0,72.0,Personal Auto,Four-Door Car,345.6
RO58812,California,M,4466.1,0.0,64.0,Personal Auto,Four-Door Car,307.2
GU29647,Oregon,M,21423.64,0.0,65.0,Personal Auto,Two-Door Car,312.0
QF66202,Nevada,M,2531.74,31993.0,66.0,Personal Auto,Four-Door Car,39.627399
GB44176,Arizona,M,8378.36,40994.0,106.0,Personal Auto,Four-Door Car,60.227339
RH70194,Nevada,M,5093.01,29638.0,64.0,Personal Auto,Four-Door Car,307.2
TL40288,Oregon,F,13352.56,0.0,119.0,Personal Auto,Four-Door Car,729.595208
VZ70667,Oregon,F,14206.98,26056.0,73.0,Personal Auto,Four-Door Car,355.558088
GK21260,Oregon,F,10232.85,22821.0,131.0,Personal Auto,SUV,740.05751
GS92994,Washington,F,15435.69,84581.0,96.0,Personal Auto,Four-Door Car,4.334425
KI91500,California,F,8641.05,22193.0,74.0,Personal Auto,Two-Door Car,415.535724
TL51969,Washington,M,7334.92,30969.0,63.0,Personal Auto,Two-Door Car,358.225234
NR16284,California,F,7462.93,70263.0,93.0,Personal Auto,Two-Door Car,7.345946
MA68039,California,M,3635.03,35056.0,96.0,Personal Auto,Two-Door Car,460.8
ZI51939,Oregon,M,5525.84,73435.0,69.0,Corporate Auto,Two-Door Car,331.2
NX93393,Oregon,M,4335.35,86096.0,108.0,Corporate Auto,Two-Door Car,518.4
SE30128,California,M,4832.12,0.0,139.0,Personal Auto,SUV,1000.8
VT78222,Oregon,M,9267.92,55808.0,116.0,Personal Auto,SUV,551.413755
AH17051,California,M,14700.5,29695.0,94.0,Personal Auto,Four-Door Car,554.143798
NC76877,California,F,4905.13,88043.0,61.0,Corporate Auto,Four-Door Car,188.717606
JD71348,California,M,7289.3,60875.0,92.0,Personal Auto,Four-Door Car,410.846025
DR88293,Arizona,M,8478.82,0.0,77.0,Personal Auto,Four-Door Car,12.603783
ZB23962,Oregon,M,7952.84,0.0,118.0,Personal Auto,SUV,849.6
JO90877,Washington,F,2870.0,70974.0,71.0,Personal Auto,Four-Door Car,340.8
IR45546,Oregon,F,10529.85,37518.0,131.0,Special Auto,Sports Car,472.850932
LO99872,Oregon,M,5497.66,28128.0,70.0,Personal Auto,Two-Door Car,336.0
CW16221,Oregon,F,7090.47,45254.0,93.0,Corporate Auto,Four-Door Car,446.4
UU92753,Oregon,F,26416.25,85537.0,108.0,Personal Auto,SUV,285.276083
WH63678,Oregon,M,2727.68,74608.0,68.0,Corporate Auto,Four-Door Car,407.68374
TE31876,California,F,11814.53,41004.0,102.0,Personal Auto,Sports Car,489.6
MU59158,Arizona,F,4090.75,38884.0,102.0,Personal Auto,Two-Door Car,423.819864
LV57595,California,F,5181.62,97131.0,64.0,Corporate Auto,Four-Door Car,307.2
GY99495,Oregon,M,6172.39,0.0,84.0,Corporate Auto,Four-Door Car,403.2
FN67085,California,M,2487.36,22331.0,64.0,Corporate Auto,Four-Door Car,61.20919
US82470,Arizona,M,13094.2,37541.0,109.0,Corporate Auto,SUV,96.212835
UN53508,Oregon,F,4688.46,27357.0,61.0,Corporate Auto,Four-Door Car,292.8
FK37308,Oregon,F,2703.47,0.0,72.0,Corporate Auto,Two-Door Car,41.927219
EW34780,California,F,11315.2,11885.0,101.0,Personal Auto,Four-Door Car,484.8
HG97353,Oregon,F,8679.84,52717.0,109.0,Corporate Auto,Four-Door Car,60.151529
FM31768,Arizona,F,5979.72,57693.0,76.0,Personal Auto,Four-Door Car,547.2
DO18118,Oregon,F,10996.71,0.0,104.0,Personal Auto,SUV,748.8
BC31913,Arizona,F,11718.42,73903.0,73.0,Corporate Auto,Four-Door Car,439.361029
HB29169,Washington,F,42462.97,0.0,281.0,Personal Auto,Luxury SUV,1499.806352
KO86181,Oregon,F,6941.87,0.0,111.0,Personal Auto,SUV,532.8
NT38409,California,M,2551.31,79452.0,65.0,Corporate Auto,Four-Door Car,187.683707
IP77666,Nevada,F,10656.88,72540.0,88.0,Personal Auto,Two-Door Car,631.743039
KL80110,Arizona,F,9333.33,89513.0,116.0,Personal Auto,SUV,232.945977
KR35099,Washington,M,7507.46,60920.0,64.0,Personal Auto,Two-Door Car,231.201886
YP41539,Oregon,F,5320.08,88669.0,66.0,Personal Auto,Four-Door Car,213.574473
MM10866,California,F,8609.16,79090.0,107.0,Personal Auto,SUV,289.040734
WD88264,Washington,M,12298.69,17101.0,113.0,Corporate Auto,SUV,542.4
XN18885,Oregon,M,7285.03,44788.0,61.0,Personal Auto,Four-Door Car,386.031248
VB94165,Nevada,M,6714.07,0.0,93.0,Special Auto,Two-Door Car,604.270179
FG71665,Arizona,M,2810.46,26790.0,71.0,Personal Auto,Two-Door Car,340.8
IV98398,California,M,15320.37,81955.0,126.0,Corporate Auto,SUV,720.054248
YN39714,Oregon,F,8488.56,80213.0,70.0,Personal Auto,Two-Door Car,440.268527
WL92199,Arizona,M,2379.2,0.0,66.0,Personal Auto,Four-Door Car,90.989464
KC36987,Oregon,M,13334.27,47950.0,170.0,Personal Auto,SUV,780.990942
JW24212,Oregon,M,3123.08,0.0,101.0,Personal Auto,SUV,960.115399
OG57342,Washington,M,2382.71,0.0,65.0,Corporate Auto,Four-Door Car,312.0
SN49269,Oregon,M,7812.89,72353.0,66.0,Personal Auto,Two-Door Car,316.8
RE52529,California,F,14024.36,81872.0,115.0,Corporate Auto,Four-Door Car,256.43803
EQ68292,Arizona,M,5334.78,74606.0,68.0,Corporate Auto,Two-Door Car,109.112713
KF88603,Oregon,M,9700.35,0.0,138.0,Personal Auto,SUV,993.6
JR62870,California,M,5703.29,41438.0,72.0,Personal Auto,Two-Door Car,323.836677
NN40477,Arizona,F,4280.75,52679.0,110.0,Personal Auto,Sports Car,528.0
JP40952,Arizona,M,3398.05,0.0,101.0,Personal Auto,SUV,1183.780098
FG24548,Oregon,M,11044.11,44524.0,70.0,Personal Auto,Four-Door Car,200.768848
DZ89536,Oregon,M,3238.0,60244.0,83.0,Corporate Auto,Four-Door Car,326.281835
GH64274,California,M,25805.27,22711.0,82.0,Personal Auto,Two-Door Car,393.6
NX62002,Oregon,M,17497.52,0.0,73.0,Corporate Auto,Two-Door Car,350.4
CV57391,Arizona,F,22261.02,50398.0,71.0,Personal Auto,Four-Door Car,339.42418
ZN36983,California,M,9006.6,0.0,86.0,Personal Auto,Four-Door Car,412.8
OT40088,Oregon,F,9904.98,0.0,66.0,Personal Auto,Four-Door Car,475.2
CD56261,California,F,7432.2,0.0,102.0,Corporate Auto,SUV,1037.274096
OG72448,Arizona,M,8150.57,0.0,114.0,Personal Auto,Four-Door Car,1310.46158
IH64929,California,M,4956.25,87197.0,63.0,Personal Auto,Two-Door Car,247.402353
FD20455,California,M,6537.05,0.0,100.0,Personal Auto,Sports Car,720.0
ET89070,California,F,9448.83,85221.0,117.0,Personal Auto,Sports Car,516.907624
DY87071,Arizona,M,7519.13,96306.0,95.0,Personal Auto,Four-Door Car,185.355353
AX10148,California,F,2409.37,0.0,66.0,Personal Auto,Four-Door Car,316.8
DB28487,California,F,17041.44,22249.0,64.0,Personal Auto,Four-Door Car,455.191595
KU92052,California,F,4398.05,0.0,62.0,Personal Auto,Four-Door Car,382.067564
FB17016,Oregon,F,5470.06,54507.0,138.0,Personal Auto,SUV,702.990032
BM45823,Oregon,M,3173.03,0.0,101.0,Personal Auto,Four-Door Car,484.8
NN53003,California,M,13258.18,20754.0,184.0,Personal Auto,Luxury SUV,1324.8
LF94873,California,F,13045.37,0.0,190.0,Personal Auto,SUV,1654.202174
VB57504,California,M,2560.69,30027.0,65.0,Personal Auto,Four-Door Car,312.0
NT25078,Nevada,M,3387.78,23156.0,88.0,Special Auto,Four-Door Car,422.4
FH86704,California,M,6439.33,0.0,93.0,Personal Auto,Four-Door Car,669.6
KX32370,California,M,7078.95,23222.0,90.0,Corporate Auto,Two-Door Car,252.938842
NN76284,California,F,2417.76,0.0,65.0,Corporate Auto,Four-Door Car,468.0
LJ43988,California,F,20492.74,27317.0,102.0,Personal Auto,Four-Door Car,489.6
MM44301,California,F,7805.31,21073.0,106.0,Corporate Auto,SUV,508.8
ED63600,California,M,22062.55,0.0,225.0,Corporate Auto,Luxury Car,1620.0
RT37588,Arizona,F,11218.44,69268.0,93.0,Personal Auto,Two-Door Car,19.170855
LF19061,Arizona,F,5427.48,74561.0,68.0,Personal Auto,Two-Door Car,234.393625
EW73451,Arizona,M,2592.44,72421.0,65.0,Personal Auto,Four-Door Car,312.0
UC29668,Oregon,F,2601.35,0.0,71.0,Corporate Auto,Two-Door Car,17.029835
ZC32761,Arizona,M,8433.23,57961.0,72.0,Personal Auto,Two-Door Car,38.513959
FQ22639,California,M,2967.67,35205.0,76.0,Personal Auto,Four-Door Car,178.839506
YZ60434,Oregon,M,5380.09,0.0,74.0,Personal Auto,Four-Door Car,59.026302
MJ45965,Oregon,M,8059.89,72309.0,68.0,Personal Auto,Four-Door Car,244.727144
IS95398,Nevada,F,8444.84,76352.0,109.0,Personal Auto,SUV,501.83778
LZ81665,Washington,M,9655.44,0.0,100.0,Personal Auto,SUV,720.0
OP43389,California,F,8178.24,29057.0,102.0,Corporate Auto,SUV,489.6
PI98333,Oregon,F,2353.18,0.0,66.0,Personal Auto,Four-Door Car,501.153571
YX67409,California,M,8058.66,25595.0,101.0,Personal Auto,SUV,484.8
XR85926,Oregon,M,8012.37,58058.0,67.0,Personal Auto,Four-Door Car,355.198918
MJ54807,Nevada,M,16473.17,22828.0,106.0,Personal Auto,SUV,508.8
AX36597,Arizona,F,5907.15,0.0,81.0,Personal Auto,Four-Door Car,390.161912
IC94434,California,F,8257.67,23815.0,73.0,Corporate Auto,Four-Door Car,424.330166
ZX56541,California,M,4954.29,45329.0,65.0,Personal Auto,Two-Door Car,312.0
RI76571,Washington,M,43026.52,59349.0,119.0,Personal Auto,SUV,222.032326
YL78930,Oregon,M,3794.96,19794.0,105.0,Personal Auto,Four-Door Car,504.0
ZX17330,Arizona,M,2537.38,92401.0,64.0,Personal Auto,Four-Door Car,50.359627
MK92016,Oregon,M,8026.05,0.0,109.0,Corporate Auto,SUV,898.430079
KH93541,Nevada,F,7786.68,83000.0,97.0,Corporate Auto,Four-Door Car,378.5566
UG12132,Washington,F,5256.92,77693.0,65.0,Personal Auto,Four-Door Car,225.045919
BV35683,Arizona,F,8256.3,62902.0,69.0,Personal Auto,Two-Door Car,159.383042
PN69476,Nevada,M,2453.34,0.0,70.0,Personal Auto,Two-Door Car,449.601961
HB70063,Washington,M,4312.77,43386.0,111.0,Personal Auto,SUV,413.002348
CR59224,California,M,5556.91,29120.0,72.0,Corporate Auto,Two-Door Car,345.6
RH97231,Washington,M,8694.0,48893.0,110.0,Personal Auto,SUV,787.88953
FY67942,California,F,11830.95,92931.0,146.0,Personal Auto,SUV,503.144025
HG68775,Washington,F,4506.49,15462.0,115.0,Corporate Auto,Four-Door Car,611.941558
ED28429,Washington,M,4159.59,0.0,62.0,Personal Auto,Two-Door Car,446.4
IH17933,Washington,M,4462.45,70088.0,112.0,Personal Auto,SUV,536.481665
NE67816,Oregon,M,2515.26,25558.0,63.0,Personal Auto,Four-Door Car,453.6
QJ65091,Arizona,F,8007.4,0.0,112.0,Corporate Auto,Sports Car,537.6
TR75465,Washington,M,9901.28,0.0,134.0,Personal Auto,SUV,643.2
LM12349,Washington,F,12282.84,36328.0,155.0,Corporate Auto,SUV,388.148089
XZ62712,Washington,F,44468.02,32948.0,127.0,Personal Auto,SUV,1428.972913
SL70555,California,M,8184.59,69114.0,103.0,Personal Auto,SUV,162.199584
XI31845,Oregon,F,16007.95,45302.0,133.0,Personal Auto,SUV,638.4
DQ34772,Arizona,M,6361.85,0.0,88.0,Personal Auto,Four-Door Car,110.527627
XU57332,California,F,8736.5,53173.0,112.0,Personal Auto,SUV,1169.409787
SJ87108,Arizona,F,4334.06,23904.0,123.0,Corporate Auto,SUV,590.4
PL33465,Arizona,F,4376.36,63774.0,111.0,Personal Auto,Four-Door Car,60.036683
XL80761,California,M,9294.09,67544.0,116.0,Corporate Auto,SUV,556.8
SB41594,California,M,2543.0,26691.0,65.0,Personal Auto,Four-Door Car,312.0
UB51030,Washington,F,6582.45,0.0,62.0,Special Auto,Four-Door Car,297.6
KT46283,California,M,4686.47,58089.0,118.0,Corporate Auto,SUV,566.4
WZ65217,Nevada,M,14325.15,0.0,136.0,Personal Auto,SUV,652.8
JB11283,California,M,12743.35,99583.0,64.0,Personal Auto,Four-Door Car,99.674341
TM13014,California,M,2434.09,0.0,68.0,Personal Auto,Four-Door Car,271.489602
QS81789,Oregon,F,25107.1,24410.0,73.0,Corporate Auto,Four-Door Car,350.4
FP78531,California,F,13432.0,68956.0,118.0,Personal Auto,SUV,118.538444
RN41087,California,F,2753.78,0.0,73.0,Personal Auto,Four-Door Car,298.671049
WJ88394,Nevada,F,8653.3,20588.0,113.0,Personal Auto,SUV,586.390393
LH94971,Oregon,M,7057.89,37840.0,90.0,Corporate Auto,Four-Door Car,432.0
VW34309,Oregon,F,5906.94,43440.0,74.0,Personal Auto,Four-Door Car,128.21198
XH47320,Nevada,F,2937.42,83195.0,73.0,Personal Auto,Two-Door Car,332.693627
GX13549,California,F,4974.24,0.0,70.0,Personal Auto,Four-Door Car,336.0
VY32314,Oregon,M,4268.62,43209.0,110.0,Personal Auto,Sports Car,528.0
TF65501,California,F,4601.91,37308.0,115.0,Personal Auto,SUV,552.0
EO24423,Arizona,M,2404.63,22239.0,62.0,Personal Auto,Four-Door Car,297.6
LA79102,California,F,7638.44,66106.0,95.0,Personal Auto,Two-Door Car,250.323257
FT74388,Nevada,M,4623.62,97065.0,117.0,Personal Auto,SUV,561.6
ZE59592,Oregon,M,5470.18,24910.0,69.0,Personal Auto,Two-Door Car,746.107437
JU64043,Oregon,M,4999.35,49414.0,68.0,Personal Auto,Four-Door Car,159.631303
TR96772,Arizona,F,15956.52,61148.0,132.0,Personal Auto,Sports Car,98.206649
DQ35195,Arizona,F,9275.68,52494.0,119.0,Corporate Auto,Two-Door Car,571.2
No74162,Arizona,M,7595.34,20538.0,104.0,Personal Auto,SUV,499.2
XP52012,Arizona,M,24258.71,0.0,89.0,Personal Auto,Two-Door Car,538.689882
HQ16068,Washington,M,24636.97,73716.0,103.0,Special Auto,Sports Car,162.662641
QM78112,Washington,M,2810.46,26790.0,71.0,Personal Auto,Two-Door Car,340.8
GI30974,Oregon,M,2337.36,0.0,65.0,Corporate Auto,Four-Door Car,468.0
NM51858,Oregon,M,4668.04,53252.0,117.0,Personal Auto,SUV,561.6
ZL37444,California,M,10972.07,24164.0,137.0,Personal Auto,Sports Car,657.6
CI60365,California,F,34611.38,20090.0,109.0,Special Auto,Sports Car,523.2
IX45386,Arizona,M,2478.83,81721.0,63.0,Personal Auto,Four-Door Car,133.90029
ZO29478,Washington,F,26197.41,18495.0,113.0,Personal Auto,SUV,542.4
NG34818,California,M,6282.08,42314.0,80.0,Personal Auto,Four-Door Car,56.39419
EE95568,California,F,10954.38,89892.0,135.0,Personal Auto,SUV,526.248798
LM84166,California,M,3164.38,0.0,92.0,Personal Auto,Two-Door Car,662.4
RO32883,Oregon,F,7804.6,0.0,117.0,Personal Auto,Four-Door Car,91.055318
OI68331,California,F,5207.2,21576.0,65.0,Personal Auto,Four-Door Car,312.0
PW95813,Oregon,F,2886.45,10312.0,78.0,Personal Auto,Four-Door Car,486.278557
LM50087,Arizona,F,2483.64,50632.0,62.0,Corporate Auto,Two-Door Car,54.961039
JD82896,California,F,4896.26,0.0,139.0,Personal Auto,SUV,1000.8
KA62636,Oregon,M,4928.0,97917.0,67.0,Personal Auto,Two-Door Car,279.184512
VG85511,Arizona,M,8759.59,28280.0,116.0,Personal Auto,Sports Car,556.8
GT18023,California,F,11281.52,86195.0,139.0,Special Auto,SUV,601.667902
VI35467,Nevada,F,4315.67,89797.0,106.0,Personal Auto,SUV,70.958361
LF75926,Arizona,M,4491.91,0.0,63.0,Personal Auto,Four-Door Car,302.4
SS13550,Nevada,M,6745.25,0.0,192.0,Personal Auto,Luxury SUV,1921.248929
AA34092,California,M,28799.95,33635.0,240.0,Personal Auto,Luxury SUV,1152.0
GQ15708,Oregon,M,14503.02,29790.0,194.0,Personal Auto,Luxury SUV,931.2
JR72064,Arizona,M,8270.63,44656.0,70.0,Personal Auto,Two-Door Car,336.0
AN79079,Arizona,M,12731.95,40870.0,105.0,Personal Auto,SUV,504.0
DS45844,California,M,4167.09,0.0,117.0,Corporate Auto,Sports Car,94.94292
QJ90136,California,F,10455.49,28363.0,133.0,Personal Auto,Sports Car,638.4
OS95734,California,F,7074.4,94508.0,88.0,Personal Auto,Four-Door Car,491.384479
KT21352,Oregon,M,7046.48,0.0,64.0,Personal Auto,Four-Door Car,324.695555
CG33085,Oregon,M,13357.45,0.0,124.0,Personal Auto,SUV,696.034509
IU94124,Arizona,M,18708.76,0.0,77.0,Personal Auto,Four-Door Car,554.4
HW93117,California,F,8169.33,0.0,116.0,Corporate Auto,Sports Car,835.2
ON63161,Oregon,F,8583.27,18017.0,114.0,Personal Auto,Four-Door Car,547.2
HT64629,Washington,F,12234.36,0.0,117.0,Personal Auto,SUV,930.594707
XE59612,Nevada,M,7185.67,63741.0,91.0,Corporate Auto,Four-Door Car,36.980596
VZ39362,Oregon,F,9060.2,57078.0,113.0,Personal Auto,Sports Car,542.4
SL71970,Oregon,F,2336.18,0.0,67.0,Special Auto,Four-Door Car,458.661381
YO29244,Oregon,F,7995.41,25239.0,100.0,Personal Auto,SUV,150.96491
TN85931,Oregon,F,5897.56,29227.0,74.0,Special Auto,Two-Door Car,421.19002
PP92749,California,F,3939.01,60021.0,99.0,Special Auto,Four-Door Car,882.871945
MB54287,Oregon,F,2695.35,0.0,73.0,Personal Auto,Four-Door Car,780.57363
JQ93340,Nevada,M,5459.22,83208.0,68.0,Special Auto,Four-Door Car,325.866271
LN20978,Oregon,F,10721.61,25983.0,90.0,Corporate Auto,Four-Door Car,432.0
ZD59913,Oregon,F,2491.26,25965.0,65.0,Corporate Auto,Four-Door Car,329.206567
BG80246,Arizona,F,5570.18,22679.0,72.0,Personal Auto,Two-Door Car,345.6
VP48253,Arizona,M,5100.74,41186.0,70.0,Personal Auto,Four-Door Car,242.320409
BR39076,California,F,7633.82,0.0,67.0,Personal Auto,Four-Door Car,445.702958
ZD29731,California,M,4656.67,29070.0,61.0,Personal Auto,Two-Door Car,292.8
QR88427,Nevada,F,4363.2,0.0,63.0,Personal Auto,Four-Door Car,302.4
WN69789,California,F,2526.73,33485.0,63.0,Personal Auto,Four-Door Car,343.705799
LZ39487,Washington,F,5122.72,58206.0,64.0,Personal Auto,Four-Door Car,454.188803
GO42840,Oregon,M,2483.54,87492.0,62.0,Personal Auto,Two-Door Car,264.461805
